"Site","Var","StartDate","EndDate","nMeas","nMeas5","MinVal","MaxVal"
"ek783777_int","Secchi","2004-01-22","2019-12-10","339","69","1.35","4.9"
"ek783777_int","NH4N","2004-01-22","2019-12-10","222","80","0.001","0.18"
"ek783777_int","TP","2004-01-22","2019-12-10","229","80","0.009","0.07"
"ek783777_int","TN","2004-01-22","2019-12-10","227","80","0.221","1.811"
"ek783777_int","CHLA","2004-01-22","2019-12-10","217","71","2","78.1"
"ek783777_int","pH","2004-02-19","2019-12-10","214","75","4.5","8.68"
"el805168_int","Secchi","2004-01-22","2019-12-10","336","71","1.075","5.25"
"el805168_int","NH4N","2004-01-22","2019-12-10","225","80","0","0.124"
"el805168_int","TP","2004-01-22","2019-12-10","228","80","0.009","0.065"
"el805168_int","TN","2004-01-22","2019-12-10","228","80","0.21","0.9"
"el805168_int","CHLA","2004-01-22","2019-12-10","218","71","1.9","77.1"
"el805168_int","pH","2004-02-19","2019-12-10","212","74","4.5","8.1"
"fi680541_int","Secchi","2004-01-21","2019-12-11","350","88","0.300000011920929","7.35"
"fi680541_int","NH4N","2004-01-21","2019-12-11","500","89","0.001","1260"
"fi680541_int","TP","2004-02-23","2019-12-11","517","105","0.009","231"
"fi680541_int","TN","2004-01-21","2019-12-11","441","89","0.202","2940.5"
"fi680541_int","CHLA","2004-01-21","2019-12-11","459","80","0.899999976158142","1370"
"fi680541_int","pH","2004-01-21","2019-12-11","473","89","6.5","10.5"
"fj164707_int","Secchi","2004-01-20","2019-12-11","329","71","2.5","12.6"
"fj164707_int","NH4N","2004-01-20","2019-12-11","334","71","-0.002","0.036"
"fj164707_int","TP","2004-01-20","2019-12-11","335","71","0.001","0.027"
"fj164707_int","TN","2004-01-20","2019-12-11","282","71","0.09","0.416"
"fj164707_int","CHLA","2004-01-20","2019-12-11","336","71","0.4","8.6"
"fj164707_int","pH","2004-01-20","2019-12-11","344","75","4.46","8.1"
"fk427028_int","Secchi","2004-01-20","2019-12-10","219","71","2.900000095","12.19999981"
"fk427028_int","NH4N","2004-01-20","2019-12-10","338","71","-0.003","0.036"
"fk427028_int","TP","2004-01-20","2019-12-10","345","71","0.002","0.121"
"fk427028_int","TN","2004-01-20","2019-12-10","286","70","0.0485","1.18"
"fk427028_int","CHLA","2004-01-20","2019-12-10","343","71","0.99","19.3"
"fk427028_int","pH","2004-01-20","2019-12-10","352","75","6.7","8.6"
"fl479468_int","Secchi","2004-01-19","2019-12-15","275","71","1.59","10.2"
"fl479468_int","NH4N","2004-01-19","2019-12-15","338","71","-0.003","0.133"
"fl479468_int","TP","2004-01-19","2019-12-15","344","71","0.007","0.051"
"fl479468_int","TN","2004-01-19","2019-12-15","284","71","0.09","0.573"
"fl479468_int","CHLA","2004-01-19","2019-12-15","341","71","1.3","32.4"
"fl479468_int","pH","2004-01-19","2019-12-15","347","75","6.3","8.2"
"gi084907_int","Secchi","2004-01-22","2019-12-11","262","72","0.9","10.3"
"gi084907_int","NH4N","2004-01-22","2019-12-11","340","72","-0.008","0.247"
"gi084907_int","TP","2004-01-22","2019-12-11","342","71","0.006","0.124"
"gi084907_int","TN","2004-01-22","2019-12-11","286","72","0.09","0.366"
"gi084907_int","CHLA","2004-01-22","2019-12-11","339","72","1.1","17.8"
"gi084907_int","pH","2004-01-22","2019-12-11","347","76","6.4","8.02"
"gi617624_int","Secchi","2004-01-21","2019-12-11","219","71","2.55","10.75"
"gi617624_int","NH4N","2004-01-21","2019-12-11","346","72","0","0.097"
"gi617624_int","TP","2004-01-21","2019-12-11","343","72","0.002","0.021"
"gi617624_int","TN","2004-01-21","2019-12-11","285","72","0.136","0.708"
"gi617624_int","CHLA","2004-01-21","2019-12-11","343","72","1.2","15"
"gi617624_int","pH","2004-01-21","2019-12-11","351","76","1.77","8.17"
"gk015589_int","Secchi","2004-01-19","2019-12-15","336","66","0","15.85"
"gk015589_int","NH4N","2004-01-19","2019-12-15","331","65","-0.002","0.057"
"gk015589_int","TP","2004-01-19","2019-12-15","335","65","0.001","0.049"
"gk015589_int","TN","2004-01-19","2019-12-15","280","65","0.051","0.438"
"gk015589_int","CHLA","2004-01-19","2019-12-15","337","65","0.3","12.7"
"gk015589_int","pH","2004-01-19","2019-12-15","338","69","6.66","8.5"
"gl051366_int","Secchi","2004-01-19","2019-12-09","218","69","1.52","10.2"
"gl051366_int","NH4N","2004-01-19","2019-12-09","217","70","0","0.153"
"gl051366_int","TP","2004-01-19","2019-12-09","220","70","0.005","0.117"
"gl051366_int","TN","2004-01-19","2019-12-09","218","70","0.1","0.584"
"gl051366_int","CHLA","2004-01-19","2019-12-09","219","70","1","116"
"gl051366_int","pH","2004-01-19","2019-12-09","224","74","6.3","8.57"
"hl030557_int","Secchi","2004-01-19","2019-12-15","339","69","0.57","5.55"
"hl030557_int","NH4N","2004-01-19","2019-12-15","349","79","-0.001","0.276"
"hl030557_int","TP","2004-01-19","2019-12-15","353","79","0.01","0.158"
"hl030557_int","TN","2004-01-19","2019-12-15","294","78","0.12","1.999"
"hl030557_int","CHLA","2004-01-19","2019-12-15","344","70","2.3","96.4"
"hl030557_int","pH","2004-01-19","2019-12-15","349","74","6.9","9.18"
"hl508168_int","Secchi","2004-01-19","2019-12-15","345","71","3.7","20.25"
"hl508168_int","NH4N","2004-01-19","2019-12-15","339","71","-0.001","0.039"
"hl508168_int","TP","2004-01-19","2019-12-15","340","71","0.001","0.032"
"hl508168_int","TN","2004-01-19","2019-12-15","286","71","0.052","0.425"
"hl508168_int","CHLA","2004-01-19","2019-12-15","341","69","0.3","6.7"
"hl508168_int","pH","2004-01-19","2019-12-15","351","75","6.4","8.5"
