"Site","Var","StartDate","EndDate","nMeas","nMeas5","MinVal","MaxVal"
"sq10805","NH4N","2005-07-11","2019-01-17","53","13","0.006","0.058"
"sq10805","TP","2005-07-11","2019-01-17","53","13","0.004","0.039"
"sq10805","TN","2005-07-11","2019-01-17","53","13","0.08","1.14"
"sq10805","ECOLI","2005-07-11","2019-01-17","53","13","1","261"
"sq10805","pH","2005-07-11","2019-01-17","50","13","6.71","9.06"
"sq10805","CHLA","2013-04-22","2019-01-17","23","13","0.2","21"
"sq10805","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq20601","NH4N","2004-01-14","2019-05-28","185","42","0.005","0.57"
"sq20601","TP","2004-01-14","2019-05-28","185","42","0.038","4.5"
"sq20601","TN","2004-01-14","2019-05-28","185","42","0.47","8.8"
"sq20601","ECOLI","2006-12-07","2019-05-28","144","42","1","2400"
"sq20601","pH","2004-01-14","2019-05-28","182","41","6.87","9.84"
"sq20601","CHLA","2004-01-14","2019-05-28","183","42","0.4","400"
"sq20601","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq30079","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq30079","TP","2004-12-06","2019-04-17","68","19","0.001","0.099"
"sq30079","TN","2004-12-06","2019-04-17","69","19","0.02","0.13"
"sq30079","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq30079","pH",NA,NA,"0","0","Inf","-Inf"
"sq30079","CHLA","2004-12-06","2019-04-17","70","19","0.2","2.9"
"sq30079","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq30141","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq30141","TP","2005-03-16","2019-04-17","65","18","0.002","0.024"
"sq30141","TN","2005-03-16","2019-04-17","65","18","0.044","0.17"
"sq30141","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq30141","pH",NA,NA,"0","0","Inf","-Inf"
"sq30141","CHLA","2005-03-16","2019-04-17","67","19","0.2","6.6"
"sq30141","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq30147","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq30147","TP","2004-12-06","2019-04-17","68","19","0.002","0.02"
"sq30147","TN","2004-12-06","2019-04-17","68","19","0.043","0.18"
"sq30147","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq30147","pH",NA,NA,"0","0","Inf","-Inf"
"sq30147","CHLA","2004-12-06","2019-04-17","70","19","0.2","11.1"
"sq30147","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq30486","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq30486","TP","2004-12-06","2019-04-17","68","18","0.002","0.035"
"sq30486","TN","2004-12-06","2019-04-17","67","17","0.2","1.22"
"sq30486","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq30486","pH",NA,NA,"0","0","Inf","-Inf"
"sq30486","CHLA","2004-12-06","2019-04-17","69","18","0.2","20"
"sq30486","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq30497","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq30497","TP","2004-12-06","2019-04-17","69","19","0.001","0.023"
"sq30497","TN","2004-12-06","2019-04-17","69","19","0.06","0.4"
"sq30497","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq30497","pH",NA,NA,"0","0","Inf","-Inf"
"sq30497","CHLA","2004-12-06","2019-04-17","69","18","0.2","10"
"sq30497","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq30521","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq30521","TP","2004-12-06","2019-04-17","67","19","0.003","0.055"
"sq30521","TN","2004-12-06","2019-04-17","67","19","0.1","1.1"
"sq30521","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq30521","pH",NA,NA,"0","0","Inf","-Inf"
"sq30521","CHLA","2004-12-06","2019-04-17","67","18","0.2","9.2"
"sq30521","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq30525","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq30525","TP","2004-12-06","2019-04-17","69","19","0.003","0.07"
"sq30525","TN","2004-12-06","2019-04-17","69","19","0.054","0.27"
"sq30525","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq30525","pH",NA,NA,"0","0","Inf","-Inf"
"sq30525","CHLA","2004-12-06","2019-04-17","69","18","0.3","11"
"sq30525","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq30953","NH4N","2004-01-07","2019-05-20","182","40","0.005","1.2"
"sq30953","TP","2004-01-07","2019-05-20","182","40","0.034","0.5"
"sq30953","TN","2004-01-07","2019-05-20","182","40","0.81","3.5"
"sq30953","ECOLI","2007-07-16","2019-05-20","141","40","1","2400"
"sq30953","pH","2014-07-17","2019-05-20","56","39","7.96","9.28"
"sq30953","CHLA","2004-01-07","2019-05-20","182","40","1","221.3"
"sq30953","Secchi","2004-01-07","2019-05-20","172","36","0.025","0.37"
"sq30954","NH4N","2004-01-07","2019-05-20","183","40","0.005","0.53"
"sq30954","TP","2004-01-07","2019-05-20","183","40","0.026","0.45"
"sq30954","TN","2004-01-07","2019-05-20","183","40","0.73","3.4"
"sq30954","ECOLI","2007-07-16","2019-05-20","140","40","1","5170"
"sq30954","pH","2014-07-17","2019-05-20","56","39","7.84","8.76"
"sq30954","CHLA","2004-01-07","2019-05-20","182","40","1.3","521.3"
"sq30954","Secchi","2004-01-07","2019-05-20","176","39","0.02","0.34"
"sq30955","NH4N","2004-01-07","2019-05-20","183","40","0.005","0.18"
"sq30955","TP","2004-01-07","2019-05-20","183","40","0.02","1.8"
"sq30955","TN","2004-01-07","2019-05-20","183","40","0.73","3.9"
"sq30955","ECOLI","2007-07-16","2019-05-20","140","40","1","2400"
"sq30955","pH","2014-07-17","2019-05-20","56","40","8.09","9.14"
"sq30955","CHLA","2004-01-07","2019-05-20","182","40","1","217.3"
"sq30955","Secchi","2004-01-07","2019-05-20","176","38","0.03","0.41"
"sq30956","NH4N","2004-01-07","2019-05-20","183","40","0.005","0.196"
"sq30956","TP","2004-01-07","2019-05-20","183","40","0.018","0.43"
"sq30956","TN","2004-01-07","2019-05-20","182","40","0.171","3.3"
"sq30956","ECOLI","2007-07-16","2019-05-20","141","40","0","1000"
"sq30956","pH","2014-07-17","2019-05-20","55","39","8.08","8.9"
"sq30956","CHLA","2004-01-07","2019-05-20","182","40","1","210.3"
"sq30956","Secchi","2004-01-07","2019-05-20","177","39","0.03","0.55"
"sq31043","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq31043","TP","2004-12-06","2019-04-17","69","19","0.002","0.013"
"sq31043","TN","2004-12-06","2019-04-17","69","19","0.073","0.22"
"sq31043","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq31043","pH",NA,NA,"0","0","Inf","-Inf"
"sq31043","CHLA","2004-12-06","2019-04-17","70","19","0.2","13"
"sq31043","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq31045","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq31045","TP","2004-12-06","2019-03-19","67","18","0.001","0.01"
"sq31045","TN","2004-12-06","2019-03-19","68","18","0.009","0.13"
"sq31045","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq31045","pH",NA,NA,"0","0","Inf","-Inf"
"sq31045","CHLA","2004-12-06","2019-04-17","70","19","0.2","4"
"sq31045","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq31047","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq31047","TP","2004-12-06","2019-04-17","69","19","0.003","0.07"
"sq31047","TN","2004-12-06","2019-04-17","69","19","0.17","2.1"
"sq31047","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq31047","pH",NA,NA,"0","0","Inf","-Inf"
"sq31047","CHLA","2004-12-06","2019-04-17","70","19","0.4","69"
"sq31047","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq31051","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq31051","TP","2004-12-06","2019-04-17","69","19","0.001","0.038"
"sq31051","TN","2004-12-06","2019-04-17","69","19","0.04","0.52"
"sq31051","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq31051","pH",NA,NA,"0","0","Inf","-Inf"
"sq31051","CHLA","2004-12-06","2019-04-17","70","19","0.2","32"
"sq31051","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq31065","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq31065","TP","2004-12-06","2019-04-17","69","19","0.002","0.021"
"sq31065","TN","2004-12-06","2019-04-17","68","18","0.08","0.28"
"sq31065","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq31065","pH",NA,NA,"0","0","Inf","-Inf"
"sq31065","CHLA","2004-12-06","2019-04-17","70","19","0.2","18"
"sq31065","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq31093","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq31093","TP","2004-12-06","2019-04-17","69","19","0.002","0.028"
"sq31093","TN","2004-12-06","2019-04-17","69","19","0.077","0.44"
"sq31093","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq31093","pH",NA,NA,"0","0","Inf","-Inf"
"sq31093","CHLA","2004-12-06","2019-04-17","70","19","0.3","38"
"sq31093","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq31096","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq31096","TP","2004-12-06","2019-04-17","69","19","0.002","0.016"
"sq31096","TN","2004-12-06","2019-04-17","69","19","0.11","0.35"
"sq31096","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq31096","pH",NA,NA,"0","0","Inf","-Inf"
"sq31096","CHLA","2004-12-06","2019-04-17","70","19","0.2","5.3"
"sq31096","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq32640","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq32640","TP",NA,NA,"0","0","Inf","-Inf"
"sq32640","TN",NA,NA,"0","0","Inf","-Inf"
"sq32640","ECOLI","2013-07-08","2018-12-03","66","36","1","3870"
"sq32640","pH","2014-07-07","2018-11-06","51","34","7.16","9.66"
"sq32640","CHLA","2006-12-20","2018-12-03","277","36","2.5","1900"
"sq32640","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq32801","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq32801","TP","2004-12-06","2019-04-17","69","19","0.007","0.16"
"sq32801","TN","2004-12-06","2019-04-17","69","19","0.23","2"
"sq32801","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq32801","pH",NA,NA,"0","0","Inf","-Inf"
"sq32801","CHLA","2004-12-06","2019-04-17","70","19","0.2","52"
"sq32801","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq32802","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq32802","TP","2004-12-06","2019-04-17","69","19","0.002","0.066"
"sq32802","TN","2004-12-06","2019-04-17","69","19","0.15","0.69"
"sq32802","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq32802","pH",NA,NA,"0","0","Inf","-Inf"
"sq32802","CHLA","2004-12-06","2019-04-17","70","19","0.2","4.4"
"sq32802","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq32804","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq32804","TP","2004-12-06","2019-04-17","69","19","0.002","0.027"
"sq32804","TN","2004-12-06","2019-04-17","69","19","0.21","0.73"
"sq32804","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq32804","pH",NA,NA,"0","0","Inf","-Inf"
"sq32804","CHLA","2004-12-06","2019-04-17","70","19","0.2","9.4"
"sq32804","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq32908","NH4N",NA,NA,"0","0","Inf","-Inf"
