"Site","Var","StartDate","EndDate","nMeas","MinVal","MaxVal"
"arawhata drain at hokio beach road","TaxaRichness","2009-01-29","2019-02-21","11","11","25"
"arawhata drain at hokio beach road","PercentageEPTTaxa","2009-01-29","2019-02-21","11","0","6.25"
"arawhata drain at hokio beach road","MCI","2009-01-29","2019-02-21","11","55","75"
"hautapu at alabasters","TaxaRichness","2008-01-15","2019-01-09","12","15","33"
"hautapu at alabasters","PercentageEPTTaxa","2008-01-15","2019-01-09","12","30","52"
"hautapu at alabasters","MCI","2008-01-15","2019-01-09","12","88","106"
"hautapu at us rangitikei river conf","TaxaRichness","2005-03-08","2019-01-09","15","10","28"
"hautapu at us rangitikei river conf","PercentageEPTTaxa","2005-03-08","2019-01-09","15","7.14","44"
"hautapu at us rangitikei river conf","MCI","2005-03-08","2019-01-09","15","69","98"
"hokio at lake horowhenua","TaxaRichness","2009-04-28","2019-02-21","11","4","21"
"hokio at lake horowhenua","PercentageEPTTaxa","2009-04-28","2019-02-21","11","0","0"
"hokio at lake horowhenua","MCI","2009-04-28","2019-02-21","11","58","80"
"kahuterawa at johnstons rata","TaxaRichness","2009-03-17","2019-01-25","11","20","40"
"kahuterawa at johnstons rata","PercentageEPTTaxa","2009-03-17","2019-01-25","11","47.83","65.21739"
"kahuterawa at johnstons rata","MCI","2009-03-17","2019-01-25","11","108","125"
"kahuterawa at keebles farm","TaxaRichness","2014-02-12","2019-01-25","6","18","36"
"kahuterawa at keebles farm","PercentageEPTTaxa","2014-02-12","2019-01-25","6","27.78","55.17"
"kahuterawa at keebles farm","MCI","2014-02-12","2019-01-25","6","97","118"
"kiwitea at kimbolton rd","TaxaRichness","2006-06-01","2019-01-31","7","15","31"
"kiwitea at kimbolton rd","PercentageEPTTaxa","2006-06-01","2019-01-31","7","23.81","47.62"
"kiwitea at kimbolton rd","MCI","2006-06-01","2019-01-31","7","89","99"
"koputaroa at tavistock rd","TaxaRichness","2014-02-03","2018-12-06","6","23","42"
"koputaroa at tavistock rd","PercentageEPTTaxa","2014-02-03","2018-12-06","6","28.571428","50"
