"Site","Var","StartDate","EndDate","nMeas","MinVal","MaxVal"
"cardrona at mt barker","NH4","2005-02-15","2019-12-18","156","0.005","0.076"
"cardrona at mt barker","DRP","2005-02-15","2019-12-18","151","0.001","0.01"
"cardrona at mt barker","BDISC","2005-02-15","2005-02-15","1","0.75","0.75"
"cardrona at mt barker","ECOLI","2005-02-15","2019-12-18","156","1","2300"
"cardrona at mt barker","TON","2005-02-15","2019-12-18","155","0.013","0.21"
"cardrona at mt barker","PH","2005-06-16","2019-12-18","113","7","7.9"
"cardrona at mt barker","TN","2005-02-15","2019-12-18","154","0.046","1.55"
"cardrona at mt barker","TP","2005-04-27","2019-12-18","152","0.004","0.34"
"catlins at houipapa","NH4","2005-01-13","2019-12-19","145","0.005","0.07"
"catlins at houipapa","DRP","2005-01-13","2019-12-19","144","0.0022","0.03"
"catlins at houipapa","BDISC",NA,NA,"0","Inf","-Inf"
"catlins at houipapa","ECOLI","2005-01-13","2019-12-19","145","6","11450"
"catlins at houipapa","TON","2005-01-13","2019-12-19","143","0.0112","2"
"catlins at houipapa","PH","2005-01-13","2019-12-19","111","6.7","8.8"
"catlins at houipapa","TN","2005-01-13","2019-12-19","143","0.2","2.4"
"catlins at houipapa","TP","2005-01-13","2019-12-19","144","0.014","0.11"
"kye burn at sh85 bridge","NH4","2005-01-26","2019-12-10","130","0.005","0.02"
"kye burn at sh85 bridge","DRP","2005-01-26","2019-12-10","129","0.001","0.021"
"kye burn at sh85 bridge","BDISC","2005-01-26","2005-01-26","1","3.83","3.83"
"kye burn at sh85 bridge","ECOLI","2005-01-26","2019-12-10","130","1","1100"
"kye burn at sh85 bridge","TON","2005-01-26","2019-12-10","130","0.004","0.54"
"kye burn at sh85 bridge","PH","2005-04-05","2019-12-10","99","6.7","8.1"
"kye burn at sh85 bridge","TN","2005-01-26","2019-12-10","130","0.01","1.94"
"kye burn at sh85 bridge","TP","2005-01-26","2019-12-10","129","0.004","0.49"
"lake hayes at bendemeer bay","NH4","2005-04-26","2018-07-17","85","0.005","0.12"
"lake hayes at bendemeer bay","DRP","2005-04-26","2018-07-17","84","0.0012","0.045"
"lake hayes at bendemeer bay","BDISC",NA,NA,"0","Inf","-Inf"
"lake hayes at bendemeer bay","ECOLI","2005-04-26","2018-07-17","86","1","1200"
"lake hayes at bendemeer bay","TON","2005-04-26","2018-07-17","85","0.001","0.256"
"lake hayes at bendemeer bay","PH","2005-06-15","2018-07-17","79","7.57","9.9"
"lake hayes at bendemeer bay","TN","2005-04-26","2018-07-17","84","0.14","0.93"
"lake hayes at bendemeer bay","TP","2005-04-26","2018-07-17","85","0.01","0.089"
"leith at dundas street bridge","NH4","2005-02-01","2019-12-17","132","0.005","0.26"
"leith at dundas street bridge","DRP","2005-02-01","2019-12-17","130","0.0029","0.066"
"leith at dundas street bridge","BDISC","2005-02-01","2005-02-01","1","1.25","1.25"
"leith at dundas street bridge","ECOLI","2005-02-01","2019-12-17","131","19","10000"
"leith at dundas street bridge","TON","2005-02-01","2019-12-17","132","0.063","1.37"
"leith at dundas street bridge","PH","2005-02-01","2019-12-17","120","7.3","9.4"
"leith at dundas street bridge","TN","2005-02-01","2019-12-17","132","0.23","1.54"
"leith at dundas street bridge","TP","2005-02-01","2019-12-17","131","0.012","0.131"
"lindis at ardgour road","NH4","2005-09-20","2019-12-18","148","0.005","0.018"
"lindis at ardgour road","DRP","2005-09-20","2019-12-18","143","0.001","0.019"
"lindis at ardgour road","BDISC",NA,NA,"0","Inf","-Inf"
"lindis at ardgour road","ECOLI","2005-09-20","2019-12-18","147","1","3790"
"lindis at ardgour road","TON","2005-09-20","2019-12-18","147","0.001","0.26"
"lindis at ardgour road","PH","2005-09-20","2019-12-18","129","6.6","8"
"lindis at ardgour road","TN","2005-09-20","2019-12-18","146","0.051","1.81"
"lindis at ardgour road","TP","2005-09-20","2019-12-18","144","0.004","1.18"
"lindis at lindis peak","NH4","2005-02-15","2019-12-18","147","0.005","0.025"
"lindis at lindis peak","DRP","2005-02-15","2019-12-18","141","0.001","0.012"
"lindis at lindis peak","BDISC","2005-02-15","2005-02-15","1","0.4","0.4"
"lindis at lindis peak","ECOLI","2005-02-15","2019-12-18","146","1.6","9080"
"lindis at lindis peak","TON","2005-02-15","2019-12-18","147","0.0015","0.15"
"lindis at lindis peak","PH","2005-06-16","2019-12-18","124","6.6","8.3"
"lindis at lindis peak","TN","2005-02-15","2019-12-18","146","0.024","0.74"
"lindis at lindis peak","TP","2005-02-15","2019-12-18","142","0.004","0.36"
"lindsays creek at north road bridge","NH4","2005-02-07","2019-12-17","113","0.005","0.06"
"lindsays creek at north road bridge","DRP","2005-02-07","2019-12-17","112","0.003","0.032"
"lindsays creek at north road bridge","BDISC",NA,NA,"0","Inf","-Inf"
"lindsays creek at north road bridge","ECOLI","2005-02-07","2019-12-17","113","8","8700"
"lindsays creek at north road bridge","TON","2005-02-07","2019-12-17","114","0.001","2.14"
"lindsays creek at north road bridge","PH","2005-02-07","2019-12-17","111","6.8","8.5"
