"Site","Var","StartDate","EndDate","nMeas","MinVal","MaxVal"
"6604","NH4N",NA,NA,"296","0.005","0.4"
"6604","ECOLI",NA,NA,"165","18","14000"
"6604","PH",NA,NA,"351","5.97","8.24"
"6604","DRP",NA,NA,"294","0.0027","0.05"
"6604","TN",NA,NA,"135","0.06","1.1"
"6604","TON",NA,NA,"298","0.001","0.505"
"6604","TP",NA,NA,"294","0.01","0.26"
"6604","BDISC",NA,NA,"101","0.1","2.4"
"6604","TURB",NA,NA,"296","0.74","150"
"6804","NH4N",NA,NA,"288","0.005","0.104"
"6804","ECOLI",NA,NA,"176","2","24000"
"6804","PH",NA,NA,"344","6.42","8.45"
"6804","DRP",NA,NA,"288","0.0036","0.07"
"6804","TN",NA,NA,"135","0.14","2.1"
"6804","TON",NA,NA,"293","0.0011","0.693"
"6804","TP",NA,NA,"289","0.01","0.46"
"6804","BDISC",NA,NA,"152","0.05","4"
"6804","TURB",NA,NA,"289","0.53","240"
"6811","NH4N",NA,NA,"296","0.005","0.4"
"6811","ECOLI",NA,NA,"165","9","12900"
"6811","PH",NA,NA,"350","6.02","8.48"
"6811","DRP",NA,NA,"294","0.0011","0.06"
"6811","TN",NA,NA,"135","0.09","1.34"
"6811","TON",NA,NA,"298","0.003","1.332"
"6811","TP",NA,NA,"293","0.005","0.26"
"6811","BDISC",NA,NA,"101","0.09","1.41"
"6811","TURB",NA,NA,"295","1.5","228"
"7104","NH4N",NA,NA,"296","0.005","0.4"
"7104","ECOLI",NA,NA,"165","27","12000"
"7104","PH",NA,NA,"351","6.02","8.25"
"7104","DRP",NA,NA,"292","0.003","0.06"
"7104","TN",NA,NA,"135","0.18","1.4"
"7104","TON",NA,NA,"297","0.001","1.133"
"7104","TP",NA,NA,"293","0.01","0.46"
"7104","BDISC",NA,NA,"101","0.05","1.3"
"7104","TURB",NA,NA,"295","1.1","300"
"7171","NH4N",NA,NA,"98","0.005","0.044"
"7171","ECOLI",NA,NA,"95","1.6","2700"
"7171","PH",NA,NA,"146","5.71","7.83"
"7171","DRP",NA,NA,"95","0.0014","0.02"
"7171","TN",NA,NA,"95","0.02","0.73"
"7171","TON",NA,NA,"98","0.001","0.034"
"7171","TP",NA,NA,"95","0.005","0.3"
"7171","BDISC",NA,NA,"0","Inf","-Inf"
"7171","TURB",NA,NA,"95","4","120"
"7206","NH4N",NA,NA,"418","0.003","0.154"
