"CouncilSiteID","Date","Value","Measurement"
"100194","01-Feb-12","111","MCI"
"100194","01-Feb-12","28","TaxaRichness"
"100194","01-Feb-12","35.71","PercentageEPTTaxa"
"100194","01-Jan-10","101","MCI"
"100194","01-Jan-10","15","TaxaRichness"
"100194","01-Jan-10","26.67","PercentageEPTTaxa"
"100194","01-Jan-13","116","MCI"
"100194","01-Jan-13","29","TaxaRichness"
"100194","01-Jan-13","37.93","PercentageEPTTaxa"
"100194","01-Mar-11","105","MCI"
"100194","01-Mar-11","16","TaxaRichness"
"100194","01-Mar-11","25","PercentageEPTTaxa"
"100194","05-Feb-14","113","MCI"
"100194","05-Feb-14","18","TaxaRichness"
"100194","05-Feb-14","27.78","PercentageEPTTaxa"
"100194","07-Dec-16","113","MCI"
"100194","07-Dec-16","19","TaxaRichness"
"100194","07-Dec-16","21.1","PercentageEPTTaxa"
"100194","10-Apr-09","116","MCI"
"100194","10-Apr-09","17","TaxaRichness"
"100194","10-Apr-09","41.18","PercentageEPTTaxa"
"100194","22-Dec-17","104","MCI"
"100194","22-Dec-17","22","TaxaRichness"
"100194","22-Dec-17","27.3","PercentageEPTTaxa"
"100194","22-Jan-15","109","MCI"
"100194","22-Jan-15","28","TaxaRichness"
"100194","22-Jan-15","28.57","PercentageEPTTaxa"
"100194","29-Jan-16","113","MCI"
"100194","29-Jan-16","17","TaxaRichness"
"100194","29-Jan-16","17.6","PercentageEPTTaxa"
"100237","01-Apr-14","122","MCI"
"100237","01-Apr-14","22","TaxaRichness"
"100237","01-Apr-14","36.36","PercentageEPTTaxa"
"100237","01-Feb-12","128","MCI"
"100237","01-Feb-12","24","TaxaRichness"
"100237","01-Feb-12","41.67","PercentageEPTTaxa"
"100237","01-Jan-10","134","MCI"
"100237","01-Jan-10","21","TaxaRichness"
"100237","01-Jan-10","47.62","PercentageEPTTaxa"
"100237","01-Jan-13","122","MCI"
"100237","01-Jan-13","35","TaxaRichness"
"100237","01-Jan-13","45.71","PercentageEPTTaxa"
"100237","01-Mar-07","118","MCI"
"100237","01-Mar-07","24","TaxaRichness"
"100237","01-Mar-07","41.67","PercentageEPTTaxa"
"100237","01-Mar-11","127","MCI"
"100237","01-Mar-11","24","TaxaRichness"
"100237","01-Mar-11","45.83","PercentageEPTTaxa"
"100237","10-Apr-09","122","MCI"
"100237","10-Apr-09","25","TaxaRichness"
"100237","10-Apr-09","44","PercentageEPTTaxa"
"100237","16-Dec-16","120","MCI"
"100237","16-Dec-16","30","TaxaRichness"
"100237","16-Dec-16","36.7","PercentageEPTTaxa"
"100237","22-Dec-17","129","MCI"
"100237","22-Dec-17","20","TaxaRichness"
"100237","22-Dec-17","45","PercentageEPTTaxa"
"100237","22-Jan-15","131","MCI"
"100237","22-Jan-15","31","TaxaRichness"
"100237","22-Jan-15","48.39","PercentageEPTTaxa"
"100237","24-Feb-06","111","MCI"
"100237","24-Feb-06","22","TaxaRichness"
"100237","24-Feb-06","31.82","PercentageEPTTaxa"
"100237","26-Jan-08","120","MCI"
"100237","26-Jan-08","28","TaxaRichness"
"100237","26-Jan-08","35.71","PercentageEPTTaxa"
"100237","29-Jan-16","127","MCI"
"100237","29-Jan-16","22","TaxaRichness"
"100237","29-Jan-16","40.9","PercentageEPTTaxa"
"100363","01-Dec-02","116","MCI"
"100363","01-Dec-02","14","TaxaRichness"
"100363","01-Dec-02","50","PercentageEPTTaxa"
"100363","01-Feb-12","114","MCI"
"100363","01-Feb-12","19","TaxaRichness"
"100363","01-Feb-12","36.84","PercentageEPTTaxa"
"100363","01-Jan-10","118","MCI"
"100363","01-Jan-10","20","TaxaRichness"
"100363","01-Jan-10","45","PercentageEPTTaxa"
"100363","01-Jan-13","121","MCI"
"100363","01-Jan-13","18","TaxaRichness"
"100363","01-Jan-13","50","PercentageEPTTaxa"
"100363","01-Mar-00","10","TaxaRichness"
"100363","01-Mar-00","104","MCI"
"100363","01-Mar-00","50","PercentageEPTTaxa"
"100363","01-Mar-01","12","TaxaRichness"
"100363","01-Mar-01","33.33","PercentageEPTTaxa"
"100363","01-Mar-01","97","MCI"
"100363","01-Mar-07","10","TaxaRichness"
"100363","01-Mar-07","118","MCI"
"100363","01-Mar-07","50","PercentageEPTTaxa"
"100363","01-Mar-11","103","MCI"
"100363","01-Mar-11","16","TaxaRichness"
"100363","01-Mar-11","25","PercentageEPTTaxa"
"100363","01-Mar-99","0","PercentageEPTTaxa"
"100363","01-Mar-99","5","TaxaRichness"
"100363","01-Mar-99","84","MCI"
"100363","01-Nov-00","15","TaxaRichness"
"100363","01-Nov-00","40","PercentageEPTTaxa"
"100363","01-Nov-00","96","MCI"
"100363","10-Apr-09","122","MCI"
"100363","10-Apr-09","13","TaxaRichness"
"100363","10-Apr-09","46.15","PercentageEPTTaxa"
"100363","11-Jan-17","115","MCI"
"100363","11-Jan-17","23","TaxaRichness"
"100363","11-Jan-17","43.5","PercentageEPTTaxa"
"100363","12-Nov-01","120","MCI"
"100363","12-Nov-01","14","TaxaRichness"
"100363","12-Nov-01","57.14","PercentageEPTTaxa"
"100363","14-Mar-14","111","MCI"
"100363","14-Mar-14","17","TaxaRichness"
"100363","14-Mar-14","41.18","PercentageEPTTaxa"
"100363","15-Apr-03","100","MCI"
"100363","15-Apr-03","28.57","PercentageEPTTaxa"
"100363","15-Apr-03","7","TaxaRichness"
"100363","15-Jan-15","116","MCI"
"100363","15-Jan-15","14","TaxaRichness"
"100363","15-Jan-15","42.86","PercentageEPTTaxa"
"100363","16-Feb-05","12","TaxaRichness"
"100363","16-Feb-05","25","PercentageEPTTaxa"
"100363","16-Feb-05","97","MCI"
"100363","16-Nov-99","16.67","PercentageEPTTaxa"
"100363","16-Nov-99","6","TaxaRichness"
"100363","16-Nov-99","83","MCI"
"100363","17-Jan-18","117","MCI"
"100363","17-Jan-18","18","TaxaRichness"
"100363","17-Jan-18","44.4","PercentageEPTTaxa"
"100363","17-Mar-04","12","TaxaRichness"
"100363","17-Mar-04","41.67","PercentageEPTTaxa"
"100363","17-Mar-04","97","MCI"
"100363","22-Mar-16","119","MCI"
"100363","22-Mar-16","14","TaxaRichness"
"100363","22-Mar-16","35.57","PercentageEPTTaxa"
"100363","23-Feb-06","106","MCI"
"100363","23-Feb-06","17","TaxaRichness"
"100363","23-Feb-06","47.06","PercentageEPTTaxa"
"100363","25-Feb-02","120","MCI"
"100363","25-Feb-02","66.67","PercentageEPTTaxa"
"100363","25-Feb-02","9","TaxaRichness"
"100363","26-Jan-08","119","MCI"
"100363","26-Jan-08","20","TaxaRichness"
"100363","26-Jan-08","45","PercentageEPTTaxa"
"101524","01-Feb-12","0","PercentageEPTTaxa"
"101524","01-Feb-12","16","TaxaRichness"
