"LawaSiteID","Measurement","nMeasures","nFirstYear","nLastYear","numMonths","numQuarters","numYears","Observations","KWstat","pvalue","nObs","S","VarS","D","tau","Z","p","MKProbability","AnalysisNote","prop.censored","prop.unique","no.censorlevels","Median","Sen_VarS","AnnualSenSlope","Intercept","Lci","Uci","AnalysisNoteSS","Sen_Probability","Probabilitymax","Probabilitymin","Percent.annual.change","standard","ConfCat","period","frequency","Agency","SWQAltitude","SWQLanduse","Region","TrendScore","CouncilSiteID"
"ecan-00005","MCI",14,1,1,NA,NA,13,13,12,0.445679641364612,13,-53,267.666666666667,78,-0.67948717948718,-3.17838277446584,0.00148099091603615,0.999259504541982,"ok",0,0.923076923076923,0,102.667,267.666666666667,-1.59381769087813,103.402608165021,-2.30234384469701,-0.747641746192077,"WARNING: Sen slope influenced by censored values",0.999517656967575,0.999517656967575,0.999517656967575,-1.55241478846965,NA,"Very likely degrading",15,"yearly","ecan","upland","forest","canterbury",-2,"SQ10272"
"ecan-00013","MCI",13,1,1,NA,NA,13,13,12,0.445679641364611,13,-16,268.666666666667,78,-0.205128205128205,-0.915133314129845,0.360121647755378,0.819939176122311,"ok",0,1,0,94.5455,268.666666666667,-0.606102635471085,94.8252396779097,-2.59297909270806,0.240656571871747,"WARNING: Sen slope influenced by censored values",0.849756186078483,0.849756186078483,0.849756186078483,-0.641069787003174,NA,"Likely degrading",15,"yearly","ecan","upland","rural","canterbury",-1,"SQ00287"
"ecan-00014","MCI",14,1,1,NA,NA,13,13,12,0.445679641364611,13,22,268.666666666667,78,0.282051282051282,1.28118663978178,0.200128117678602,0.100064058839301,"ok",0,1,0,107.619,268.666666666667,0.842166981832788,107.230307546846,-0.446705281523133,2.13940098582786,"WARNING: Sen slope influenced by censored values",0.102861881578577,0.102861881578577,0.102861881578577,0.782544886899885,NA,"Likely improving",15,"yearly","ecan","lowland","urban","canterbury",1,"SQ20104"
"ecan-00020","MCI",14,1,1,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","ecan","upland","rural","canterbury",NA,"SQ00120"
"ecan-00031","MCI",14,1,1,NA,NA,13,13,12,0.445679641364611,13,-48,266.666666666667,78,-0.615384615384615,-2.87815044777023,0.00400014318069459,0.997999928409653,"ok",0,0.846153846153846,0,111.111,266.666666666667,-1.87441742369344,111.976115734012,-3.47917945166707,-1.31632859981029,"WARNING: Sen slope influenced by censored values",0.998652868990352,0.998900176469444,0.998355692848076,-1.68697736830146,NA,"Very likely degrading",15,"yearly","ecan","upland","rural","canterbury",-2,"SQ20232"
"ecan-00033","MCI",14,1,1,NA,NA,13,13,12,0.445679641364611,13,-42,268.666666666667,78,-0.538461538461538,-2.50136439195491,0.0123715812045243,0.993814209397738,"ok",0,1,0,96.8421,268.666666666667,-1.35347513268272,97.4667808304689,-2.28684220872035,-0.544907508445017,"WARNING: Sen slope influenced by censored values",0.996187420167839,0.996187420167839,0.996187420167839,-1.39761026731423,NA,"Very likely degrading",15,"yearly","ecan","lowland","rural","canterbury",-2,"SQ20243"
"ecan-00035","MCI",14,1,1,NA,NA,13,13,12,0.445679641364611,13,-6,268.666666666667,78,-0.0769230769230769,-0.305044438043282,0.760332307521876,0.619833846239062,"ok",0,1,0,85.6,268.666666666667,-0.201175460796314,85.6928502126752,-1.21258369328033,1.18361518801492,"WARNING: Sen slope influenced by censored values",0.677962321742695,0.677962321742695,0.677962321742695,-0.235018061677937,NA,"Indeterminate",15,"yearly","ecan","lowland","rural","canterbury",0,"SQ00266"
"ecan-00040","MCI",13,1,1,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","ecan","lowland","rural","canterbury",NA,"SQ23005"
"ecan-00044","MCI",13,1,1,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","ecan","lowland","rural","canterbury",NA,"SQ00240"
"ecan-00046","MCI",13,1,1,NA,NA,13,13,12,0.445679641364611,13,34,268.666666666667,78,0.435897435897436,2.01329329108566,0.044083783741321,0.0220418918706605,"ok",0,1,0,83.4783,268.666666666667,0.513502670863675,83.2412987672937,0.0438339941965193,1.34022191516706,"WARNING: Sen slope influenced by censored values",0.0210651443965301,0.0210651443965301,0.0210651443965301,0.615133119461795,NA,"Very likely improving",15,"yearly","ecan","lowland","rural","canterbury",2,"SQ00237"
"ecan-00052","MCI",14,1,1,NA,NA,14,14,13,0.447811674319492,14,-47,333.666666666667,91,-0.516483516483517,-2.51826494667625,0.011793457077065,0.994103271461467,"ok",0,1,0,88.4559,333.666666666667,-1.51271066576087,89.1582299519604,-2.54827171273511,-0.59918180600331,"WARNING: Sen slope influenced by censored values",0.996273595847271,0.996273595847271,0.996273595847271,-1.71012975478274,NA,"Very likely degrading",15,"yearly","ecan","lowland","rural","canterbury",-2,"SQ21047"
